	seqid	source	exon_type	start	end	length	homology	strand	phase	attributes	substring
15836	LON_SL+_GGOE01040668.1	+	intron	2030	2405.0	376.0	0.0	+	.	LON_OG0031845	substring_1
15837	LON_SL+_GGOE01040668.1	+	fine	2406	2524.0	118.0	100.0	+	.	LON_OG0031845	substring_1
15838	LON_SL+_GGOE01040668.1	+	intron	2525	3568.0	1044.0	0.0	+	.	LON_OG0031845	substring_1
15839	LON_SL+_GGOE01040668.1	+	fine	3569	3641.0	72.0	100.0	+	.	LON_OG0031845	substring_1
15840	LON_SL+_GGOE01040668.1	+	intron	3642	4181.0	540.0	0.0	+	.	LON_OG0031845	substring_1
15841	LON_SL+_GGOE01040668.1	+	fine	4182	4239.0	57.0	100.0	+	.	LON_OG0031845	substring_1
15842	LON_SL+_GGOE01040668.1	+	intron	4240	4851.0	612.0	0.0	+	.	LON_OG0031845	substring_1
15843	LON_SL+_GGOE01040668.1	+	fine	4852	5100.0	248.0	100.0	+	.	LON_OG0031845	substring_1
15844	LON_SL+_GGOE01040668.1	+	intron	5101	5975.0	875.0	0.0	+	.	LON_OG0031845	substring_1
15845	LON_SL+_GGOE01040668.1	+	fine	5976	6243.0	267.0	100.0	+	.	LON_OG0031845	substring_1
15846	LON_SL+_GGOE01040888.1	+	fine	200	363.0	163.0	100.0	+	.	LON_OG0031863	substring_1
15847	LON_SL+_GGOE01040888.1	+	intron	364	558.0	195.0	0.0	+	.	LON_OG0031863	substring_1
15848	LON_SL+_GGOE01040888.1	+	fine	559	689.0	130.0	100.0	+	.	LON_OG0031863	substring_1
15849	LON_SL+_GGOE01040888.1	+	intron	690	1186.0	497.0	0.0	+	.	LON_OG0031863	substring_1
15850	LON_SL+_GGOE01040888.1	+	fine	1187	1297.0	110.0	100.0	+	.	LON_OG0031863	substring_1
15851	LON_SL+_GGOE01040888.1	+	intron	1298	1577.0	280.0	0.0	+	.	LON_OG0031863	substring_1
15852	LON_SL+_GGOE01040888.1	+	fine	1578	1761.0	183.0	100.0	+	.	LON_OG0031863	substring_1
15853	LON_SL+_GGOE01040888.1	+	intron	1762	2103.0	342.0	0.0	+	.	LON_OG0031863	substring_1
15854	LON_SL+_GGOE01040888.1	+	fine	2104	2258.0	154.0	100.0	+	.	LON_OG0031863	substring_1
15855	LON_SL+_GGOE01040888.1	+	intron	2259	2500.0	242.0	0.0	+	.	LON_OG0031863	substring_1
15856	LON_SL+_GGOE01040888.1	+	fine	2501	2721.0	220.0	100.0	+	.	LON_OG0031863	substring_1
15857	LON_SL+_GGOE01040902.1	+	fine	1101	1176.0	75.0	100.0	+	.	LON_OG0031865	substring_1
15858	LON_SL+_GGOE01040902.1	+	intron	1177	1318.0	142.0	0.0	+	.	LON_OG0031865	substring_1
15859	LON_SL+_GGOE01040902.1	+	fine	1319	1386.0	67.0	100.0	+	.	LON_OG0031865	substring_1
15860	LON_SL+_GGOE01040902.1	+	intron	1387	1840.0	454.0	0.0	+	.	LON_OG0031865	substring_1
15861	LON_SL+_GGOE01040902.1	+	fine	1841	1914.0	73.0	100.0	+	.	LON_OG0031865	substring_1
15862	LON_SL+_GGOE01040902.1	+	intron	1915	2055.0	141.0	0.0	+	.	LON_OG0031865	substring_1
15863	LON_SL+_GGOE01040902.1	+	fine	2056	2157.0	101.0	100.0	+	.	LON_OG0031865	substring_1
15864	LON_SL+_GGOE01040902.1	+	intron	2158	2637.0	480.0	0.0	+	.	LON_OG0031865	substring_1
15865	LON_SL+_GGOE01040902.1	+	fine	2638	2700.0	62.0	100.0	+	.	LON_OG0031865	substring_1
15866	LON_SL+_GGOE01040902.1	+	intron	2701	2973.0	273.0	0.0	+	.	LON_OG0031865	substring_1
15867	LON_SL+_GGOE01040902.1	+	fine	2974	3132.0	158.0	100.0	+	.	LON_OG0031865	substring_1
15868	LON_SL+_GGOE01040902.1	+	intron	3133	4549.0	1417.0	0.0	+	.	LON_OG0031865	substring_1
15869	LON_SL+_GGOE01040902.1	+	fine	4550	4640.0	90.0	100.0	+	.	LON_OG0031865	substring_1
15870	LON_SL+_GGOE01040902.1	+	intron	4641	5105.0	465.0	0.0	+	.	LON_OG0031865	substring_1
15871	LON_SL+_GGOE01040902.1	+	fine	5106	5172.0	66.0	100.0	+	.	LON_OG0031865	substring_1
15872	LON_SL+_GGOE01040902.1	+	intron	5173	5593.0	421.0	0.0	+	.	LON_OG0031865	substring_1
15873	LON_SL+_GGOE01040902.1	+	fine	5594	5739.0	145.0	100.0	+	.	LON_OG0031865	substring_1
15874	LON_SL+_GGOE01040902.1	+	intron	5740	6232.0	493.0	0.0	+	.	LON_OG0031865	substring_1
15875	LON_SL+_GGOE01040902.1	+	fine	6233	6281.0	48.0	100.0	+	.	LON_OG0031865	substring_1
15876	LON_SL+_GGOE01040902.1	+	intron	6282	6676.0	395.0	0.0	+	.	LON_OG0031865	substring_1
15877	LON_SL+_GGOE01040902.1	+	fine	6677	6808.0	131.0	100.0	+	.	LON_OG0031865	substring_1
15878	LON_SL+_GGOE01040902.1	+	intron	6809	7429.0	621.0	0.0	+	.	LON_OG0031865	substring_1
15879	LON_SL+_GGOE01040902.1	+	fine	7430	7551.0	121.0	100.0	+	.	LON_OG0031865	substring_1
15880	LON_SL+_GGOE01040902.1	+	intron	7552	10087.0	2536.0	0.0	+	.	LON_OG0031865	substring_1
15881	LON_SL+_GGOE01040902.1	+	fine	10088	10176.0	88.0	98.88	+	.	LON_OG0031865	substring_2
15882	LON_SL+_GGOE01040902.1	+	intron	10177	13193.0	3017.0	0.0	+	.	LON_OG0031865	substring_2
15883	LON_SL+_GGOE01040902.1	+	fine	13194	13307.0	113.0	100.0	+	.	LON_OG0031865	substring_2
15884	LON_SL+_GGOE01040902.1	+	intron	13308	15478.0	2171.0	0.0	+	.	LON_OG0031865	substring_2
15885	LON_SL+_GGOE01040902.1	+	fine	15479	15559.0	80.0	100.0	+	.	LON_OG0031865	substring_2
15886	LON_SL+_GGOE01040902.1	+	intron	15560	16013.0	454.0	0.0	+	.	LON_OG0031865	substring_2
15887	LON_SL+_GGOE01040902.1	+	fine	16014	16146.0	132.0	100.0	+	.	LON_OG0031865	substring_2
15888	LON_SL+_GGOE01040902.1	+	intron	16147	16657.0	511.0	0.0	+	.	LON_OG0031865	substring_2
15889	LON_SL+_GGOE01040902.1	+	fine	16658	16928.0	270.0	100.0	+	.	LON_OG0031865	substring_2
15890	LON_SL+_GGOE01040930.1	+	fine	190	289.0	99.0	95.0	+	.	LON_OG0031867	substring_1
15891	LON_SL+_GGOE01040930.1	+	intron	290	1614.0	1325.0	0.0	+	.	LON_OG0031867	substring_1
15892	LON_SL+_GGOE01040930.1	+	fine	1615	1702.0	87.0	100.0	+	.	LON_OG0031867	substring_1
15893	LON_SL+_GGOE01040930.1	+	intron	1703	2016.0	314.0	0.0	+	.	LON_OG0031867	substring_1
15894	LON_SL+_GGOE01040930.1	+	fine	2017	2109.0	92.0	100.0	+	.	LON_OG0031867	substring_1
15895	LON_SL+_GGOE01040930.1	+	intron	2110	4873.0	2764.0	0.0	+	.	LON_OG0031867	substring_1
15896	LON_SL+_GGOE01040930.1	+	fine	4874	4984.0	110.0	100.0	+	.	LON_OG0031867	substring_1
15897	LON_SL+_GGOE01040930.1	+	intron	4985	5565.0	581.0	0.0	+	.	LON_OG0031867	substring_1
15898	LON_SL+_GGOE01040930.1	+	fine	5566	5609.0	43.0	100.0	+	.	LON_OG0031867	substring_1
15899	LON_SL+_GGOE01040930.1	+	intron	5610	6378.0	769.0	0.0	+	.	LON_OG0031867	substring_1
15900	LON_SL+_GGOE01040930.1	+	fine	6379	6468.0	89.0	100.0	+	.	LON_OG0031867	substring_1
15901	LON_SL+_GGOE01040930.1	+	intron	6469	7039.0	571.0	0.0	+	.	LON_OG0031867	substring_1
15902	LON_SL+_GGOE01040930.1	+	fine	7040	7197.0	157.0	100.0	+	.	LON_OG0031867	substring_1
15903	LON_SL+_GGOE01040930.1	+	intron	7198	7309.0	112.0	0.0	+	.	LON_OG0031867	substring_1
15904	LON_SL+_GGOE01040930.1	+	fine	7310	7445.0	135.0	100.0	+	.	LON_OG0031867	substring_1
15905	LON_SL+_GGOE01040930.1	+	intron	7446	7667.0	222.0	0.0	+	.	LON_OG0031867	substring_1
15906	LON_SL+_GGOE01040930.1	+	fine	7668	7730.0	62.0	100.0	+	.	LON_OG0031867	substring_1
15907	LON_SL+_GGOE01040930.1	+	intron	7731	8109.0	379.0	0.0	+	.	LON_OG0031867	substring_1
15908	LON_SL+_GGOE01040930.1	+	fine	8110	8246.0	136.0	100.0	+	.	LON_OG0031867	substring_1
15909	LON_SL+_GGOE01040930.1	+	intron	8247	12737.0	4491.0	0.0	+	.	LON_OG0031867	substring_1
15910	LON_SL+_GGOE01040930.1	+	fine	12738	12818.0	80.0	98.77	+	.	LON_OG0031867	substring_1
15911	LON_SL+_GGOE01040930.1	+	intron	12819	14438.0	1620.0	0.0	+	.	LON_OG0031867	substring_1
15912	LON_SL+_GGOE01040930.1	+	fine	14439	14497.0	58.0	100.0	+	.	LON_OG0031867	substring_1
15913	LON_SL+_GGOE01040930.1	+	intron	14498	15296.0	799.0	0.0	+	.	LON_OG0031867	substring_1
15914	LON_SL+_GGOE01040930.1	+	fine	15297	15369.0	72.0	100.0	+	.	LON_OG0031867	substring_1
15915	LON_SL+_GGOE01040930.1	+	intron	15370	16720.0	1351.0	0.0	+	.	LON_OG0031867	substring_1
15916	LON_SL+_GGOE01040930.1	+	fine	16721	16859.0	138.0	100.0	+	.	LON_OG0031867	substring_1
15917	LON_SL+_GGOE01040930.1	+	intron	16860	17016.0	157.0	0.0	+	.	LON_OG0031867	substring_1
15918	LON_SL+_GGOE01040930.1	+	fine	17017	17060.0	43.0	100.0	+	.	LON_OG0031867	substring_1
15919	LON_SL+_GGOE01040930.1	+	intron	17061	17301.0	241.0	0.0	+	.	LON_OG0031867	substring_1
15920	LON_SL+_GGOE01040930.1	+	fine	17302	17448.0	146.0	100.0	+	.	LON_OG0031867	substring_1
15921	LON_SL+_GGOE01040930.1	+	intron	17449	17640.0	192.0	0.0	+	.	LON_OG0031867	substring_1
15922	LON_SL+_GGOE01040930.1	+	fine	17641	17785.0	144.0	100.0	+	.	LON_OG0031867	substring_1
15923	LON_SL+_GGOE01040930.1	+	intron	17786	18405.0	620.0	0.0	+	.	LON_OG0031867	substring_1
15924	LON_SL+_GGOE01040930.1	+	fine	18406	18540.0	134.0	100.0	+	.	LON_OG0031867	substring_1
15925	LON_SL+_GGOE01040930.1	+	intron	18541	18791.0	251.0	0.0	+	.	LON_OG0031867	substring_1
15926	LON_SL+_GGOE01040930.1	+	fine	18792	18881.0	89.0	100.0	+	.	LON_OG0031867	substring_1
15927	LON_SL+_GGOE01040930.1	+	intron	18882	19672.0	791.0	0.0	+	.	LON_OG0031867	substring_1
15928	LON_SL+_GGOE01040930.1	+	fine	19673	19839.0	166.0	100.0	+	.	LON_OG0031867	substring_1
15929	LON_SL+_GGOE01040930.1	+	intron	19840	20301.0	462.0	0.0	+	.	LON_OG0031867	substring_1
15930	LON_SL+_GGOE01040930.1	+	fine	20302	20397.0	95.0	100.0	+	.	LON_OG0031867	substring_1
15931	LON_SL+_GGOE01040930.1	+	intron	20398	20783.0	386.0	0.0	+	.	LON_OG0031867	substring_1
15932	LON_SL+_GGOE01040930.1	+	fine	20784	20907.0	123.0	100.0	+	.	LON_OG0031867	substring_1
15933	LON_SL+_GGOE01040930.1	+	intron	20908	22061.0	1154.0	0.0	+	.	LON_OG0031867	substring_1
15934	LON_SL+_GGOE01040930.1	+	fine	22062	22192.0	130.0	100.0	+	.	LON_OG0031867	substring_1
15935	LON_SL+_GGOE01040930.1	+	intron	22193	22408.0	216.0	0.0	+	.	LON_OG0031867	substring_1
15936	LON_SL+_GGOE01040930.1	+	fine	22409	22534.0	125.0	100.0	+	.	LON_OG0031867	substring_1
15937	LON_SL+_GGOE01040930.1	+	intron	22535	22960.0	426.0	0.0	+	.	LON_OG0031867	substring_1
15938	LON_SL+_GGOE01040930.1	+	fine	22961	23036.0	75.0	100.0	+	.	LON_OG0031867	substring_1
15939	LON_SL+_GGOE01040930.1	+	intron	23037	23798.0	762.0	0.0	+	.	LON_OG0031867	substring_1
15940	LON_SL+_GGOE01040930.1	+	fine	23799	23919.0	120.0	100.0	+	.	LON_OG0031867	substring_1
15941	LON_SL+_GGOE01040930.1	+	intron	23920	24182.0	263.0	0.0	+	.	LON_OG0031867	substring_1
15942	LON_SL+_GGOE01040930.1	+	fine	24183	24266.0	83.0	100.0	+	.	LON_OG0031867	substring_1
15943	LON_SL+_GGOE01040930.1	+	intron	24267	24355.0	89.0	0.0	+	.	LON_OG0031867	substring_1
15944	LON_SL+_GGOE01040930.1	+	fine	24356	24676.0	320.0	100.0	+	.	LON_OG0031867	substring_1
15945	LON_SL+_GGOE01040930.1	+	intron	24677	25017.0	341.0	0.0	+	.	LON_OG0031867	substring_1
15946	LON_SL+_GGOE01040930.1	+	fine	25018	25280.0	262.0	100.0	+	.	LON_OG0031867	substring_1
15947	LON_SL+_GGOE01040930.1	+	intron	25281	26213.0	933.0	0.0	+	.	LON_OG0031867	substring_1
15948	LON_SL+_GGOE01040930.1	+	fine	26214	26340.0	126.0	99.21	+	.	LON_OG0031867	substring_2
15949	LON_SL+_GGOE01041084.1	+	fine	199	351.0	152.0	96.73	+	.	LON_OG0031887	substring_1
15950	LON_SL+_GGOE01041084.1	+	intron	352	554.0	203.0	0.0	+	.	LON_OG0031887	substring_1
15951	LON_SL+_GGOE01041084.1	+	fine	555	624.0	69.0	100.0	+	.	LON_OG0031887	substring_1
15952	LON_SL+_GGOE01041084.1	+	intron	625	704.0	80.0	0.0	+	.	LON_OG0031887	substring_1
15953	LON_SL+_GGOE01041084.1	+	fine	705	748.0	43.0	100.0	+	.	LON_OG0031887	substring_1
15954	LON_SL+_GGOE01041084.1	+	intron	749	1862.0	1114.0	0.0	+	.	LON_OG0031887	substring_1
15955	LON_SL+_GGOE01041084.1	+	fine	1863	1986.0	123.0	100.0	+	.	LON_OG0031887	substring_1
15956	LON_SL+_GGOE01041084.1	+	intron	1987	2328.0	342.0	0.0	+	.	LON_OG0031887	substring_1
15957	LON_SL+_GGOE01041084.1	+	fine	2329	2474.0	145.0	100.0	+	.	LON_OG0031887	substring_1
15958	LON_SL+_GGOE01041084.1	+	intron	2475	7723.0	5249.0	0.0	+	.	LON_OG0031887	substring_1
15959	LON_SL+_GGOE01041084.1	+	fine	7724	7881.0	157.0	100.0	+	.	LON_OG0031887	substring_1
15960	LON_SL+_GGOE01041084.1	+	intron	7882	8633.0	752.0	0.0	+	.	LON_OG0031887	substring_1
15961	LON_SL+_GGOE01041084.1	+	fine	8634	8731.0	97.0	100.0	+	.	LON_OG0031887	substring_1
15962	LON_SL+_GGOE01041084.1	+	intron	8732	8861.0	130.0	0.0	+	.	LON_OG0031887	substring_1
15963	LON_SL+_GGOE01041084.1	+	fine	8862	9143.0	281.0	100.0	+	.	LON_OG0031887	substring_1
15964	LON_SL+_GGOE01041139.1	+	fine	204	440.0	236.0	98.73	+	.	LON_OG0031890	substring_1
15965	LON_SL+_GGOE01041139.1	+	intron	441	521.0	81.0	0.0	+	.	LON_OG0031890	substring_1
15966	LON_SL+_GGOE01041139.1	+	fine	522	650.0	128.0	100.0	+	.	LON_OG0031890	substring_1
15967	LON_SL+_GGOE01041139.1	+	intron	651	897.0	247.0	0.0	+	.	LON_OG0031890	substring_1
15968	LON_SL+_GGOE01041139.1	+	fine	898	940.0	42.0	100.0	+	.	LON_OG0031890	substring_1
15969	LON_SL+_GGOE01041139.1	+	intron	941	1934.0	994.0	0.0	+	.	LON_OG0031890	substring_1
15970	LON_SL+_GGOE01041139.1	+	fine	1935	1986.0	51.0	100.0	+	.	LON_OG0031890	substring_1
15971	LON_SL+_GGOE01041139.1	+	intron	1987	2067.0	81.0	0.0	+	.	LON_OG0031890	substring_1
15972	LON_SL+_GGOE01041139.1	+	fine	2068	2181.0	113.0	100.0	+	.	LON_OG0031890	substring_1
15973	LON_SL+_GGOE01041139.1	+	intron	2182	2763.0	582.0	0.0	+	.	LON_OG0031890	substring_1
15974	LON_SL+_GGOE01041139.1	+	fine	2764	2837.0	73.0	100.0	+	.	LON_OG0031890	substring_1
15975	LON_SL+_GGOE01041139.1	+	intron	2838	3618.0	781.0	0.0	+	.	LON_OG0031890	substring_1
15976	LON_SL+_GGOE01041139.1	+	fine	3619	3740.0	121.0	100.0	+	.	LON_OG0031890	substring_1
15977	LON_SL+_GGOE01041139.1	+	intron	3741	4635.0	895.0	0.0	+	.	LON_OG0031890	substring_1
15978	LON_SL+_GGOE01041139.1	+	fine	4636	4803.0	167.0	100.0	+	.	LON_OG0031890	substring_1
15979	LON_SL+_GGOE01041139.1	+	intron	4804	5179.0	376.0	0.0	+	.	LON_OG0031890	substring_1
15980	LON_SL+_GGOE01041139.1	+	fine	5180	5439.0	259.0	100.0	+	.	LON_OG0031890	substring_1
15981	LON_SL+_GGOE01041151.1	+	fine	199	396.0	197.0	97.47	+	.	LON_OG0031892	substring_1
15982	LON_SL+_GGOE01041151.1	+	intron	397	755.0	359.0	0.0	+	.	LON_OG0031892	substring_1
15983	LON_SL+_GGOE01041151.1	+	fine	756	881.0	125.0	100.0	+	.	LON_OG0031892	substring_1
15984	LON_SL+_GGOE01041151.1	+	intron	882	1511.0	630.0	0.0	+	.	LON_OG0031892	substring_1
15985	LON_SL+_GGOE01041151.1	+	fine	1512	1610.0	98.0	100.0	+	.	LON_OG0031892	substring_1
15986	LON_SL+_GGOE01041151.1	+	intron	1611	1918.0	308.0	0.0	+	.	LON_OG0031892	substring_1
15987	LON_SL+_GGOE01041151.1	+	fine	1919	1999.0	80.0	100.0	+	.	LON_OG0031892	substring_1
15988	LON_SL+_GGOE01041151.1	+	intron	2000	3023.0	1024.0	0.0	+	.	LON_OG0031892	substring_1
15989	LON_SL+_GGOE01041151.1	+	fine	3024	3134.0	110.0	100.0	+	.	LON_OG0031892	substring_1
15990	LON_SL+_GGOE01041151.1	+	intron	3135	5396.0	2262.0	0.0	+	.	LON_OG0031892	substring_1
15991	LON_SL+_GGOE01041151.1	+	fine	5397	5442.0	45.0	100.0	+	.	LON_OG0031892	substring_1
15992	LON_SL+_GGOE01041151.1	+	intron	5443	5572.0	130.0	0.0	+	.	LON_OG0031892	substring_1
15993	LON_SL+_GGOE01041151.1	+	fine	5573	5643.0	70.0	100.0	+	.	LON_OG0031892	substring_1
15994	LON_SL+_GGOE01041151.1	+	intron	5644	6302.0	659.0	0.0	+	.	LON_OG0031892	substring_1
15995	LON_SL+_GGOE01041151.1	+	fine	6303	6352.0	49.0	100.0	+	.	LON_OG0031892	substring_1
15996	LON_SL+_GGOE01041151.1	+	intron	6353	6437.0	85.0	0.0	+	.	LON_OG0031892	substring_1
15997	LON_SL+_GGOE01041151.1	+	fine	6438	6558.0	120.0	100.0	+	.	LON_OG0031892	substring_1
15998	LON_SL+_GGOE01041151.1	+	intron	6559	7021.0	463.0	0.0	+	.	LON_OG0031892	substring_1
15999	LON_SL+_GGOE01041151.1	+	fine	7022	7161.0	139.0	100.0	+	.	LON_OG0031892	substring_1
16000	LON_SL+_GGOE01041151.1	+	intron	7162	7452.0	291.0	0.0	+	.	LON_OG0031892	substring_1
16001	LON_SL+_GGOE01041151.1	+	fine	7453	7540.0	87.0	100.0	+	.	LON_OG0031892	substring_1
16002	LON_SL+_GGOE01041151.1	+	intron	7541	7983.0	443.0	0.0	+	.	LON_OG0031892	substring_1
16003	LON_SL+_GGOE01041151.1	+	fine	7984	8051.0	67.0	100.0	+	.	LON_OG0031892	substring_1
16004	LON_SL+_GGOE01041151.1	+	intron	8052	8906.0	855.0	0.0	+	.	LON_OG0031892	substring_1
16005	LON_SL+_GGOE01041151.1	+	fine	8907	9000.0	93.0	100.0	+	.	LON_OG0031892	substring_1
16006	LON_SL+_GGOE01041151.1	+	intron	9001	9425.0	425.0	0.0	+	.	LON_OG0031892	substring_1
16007	LON_SL+_GGOE01041151.1	+	fine	9426	9540.0	114.0	100.0	+	.	LON_OG0031892	substring_1
16008	LON_SL+_GGOE01041151.1	+	intron	9541	10499.0	959.0	0.0	+	.	LON_OG0031892	substring_1
16009	LON_SL+_GGOE01041151.1	+	fine	10500	10563.0	63.0	100.0	+	.	LON_OG0031892	substring_1
16010	LON_SL+_GGOE01041151.1	+	intron	10564	10808.0	245.0	0.0	+	.	LON_OG0031892	substring_1
16011	LON_SL+_GGOE01041151.1	+	fine	10809	10929.0	120.0	100.0	+	.	LON_OG0031892	substring_1
16012	LON_SL+_GGOE01041151.1	+	intron	10930	11794.0	865.0	0.0	+	.	LON_OG0031892	substring_1
16013	LON_SL+_GGOE01041151.1	+	fine	11795	12066.0	271.0	100.0	+	.	LON_OG0031892	substring_1
16014	LON_SL+_GGOE01041193.1	+	fine	200	281.0	81.0	100.0	+	.	LON_OG0031895	substring_1
16015	LON_SL+_GGOE01041193.1	+	intron	282	689.0	408.0	0.0	+	.	LON_OG0031895	substring_1
16016	LON_SL+_GGOE01041193.1	+	fine	690	744.0	54.0	100.0	+	.	LON_OG0031895	substring_1
16017	LON_SL+_GGOE01041193.1	+	intron	745	840.0	96.0	0.0	+	.	LON_OG0031895	substring_1
16018	LON_SL+_GGOE01041193.1	+	fine	841	916.0	75.0	100.0	+	.	LON_OG0031895	substring_1
16019	LON_SL+_GGOE01041193.1	+	intron	917	1409.0	493.0	0.0	+	.	LON_OG0031895	substring_1
16020	LON_SL+_GGOE01041193.1	+	fine	1410	1481.0	71.0	100.0	+	.	LON_OG0031895	substring_1
16021	LON_SL+_GGOE01041193.1	+	intron	1482	1714.0	233.0	0.0	+	.	LON_OG0031895	substring_1
16022	LON_SL+_GGOE01041193.1	+	fine	1715	1779.0	64.0	100.0	+	.	LON_OG0031895	substring_1
16023	LON_SL+_GGOE01041193.1	+	intron	1780	1982.0	203.0	0.0	+	.	LON_OG0031895	substring_1
16024	LON_SL+_GGOE01041193.1	+	fine	1983	2086.0	103.0	100.0	+	.	LON_OG0031895	substring_1
16025	LON_SL+_GGOE01041193.1	+	intron	2087	2226.0	140.0	0.0	+	.	LON_OG0031895	substring_1
16026	LON_SL+_GGOE01041193.1	+	fine	2227	2340.0	113.0	100.0	+	.	LON_OG0031895	substring_1
16027	LON_SL+_GGOE01041193.1	+	intron	2341	2931.0	591.0	0.0	+	.	LON_OG0031895	substring_1
16028	LON_SL+_GGOE01041193.1	+	fine	2932	3022.0	90.0	100.0	+	.	LON_OG0031895	substring_1
16029	LON_SL+_GGOE01041193.1	+	intron	3023	3445.0	423.0	0.0	+	.	LON_OG0031895	substring_1
16030	LON_SL+_GGOE01041193.1	+	fine	3446	3485.0	39.0	100.0	+	.	LON_OG0031895	substring_1
16031	LON_SL+_GGOE01041193.1	+	intron	3486	6075.0	2590.0	0.0	+	.	LON_OG0031895	substring_1
16032	LON_SL+_GGOE01041193.1	+	fine	6076	6174.0	98.0	100.0	+	.	LON_OG0031895	substring_1
16033	LON_SL+_GGOE01041193.1	+	intron	6175	6273.0	99.0	0.0	+	.	LON_OG0031895	substring_1
16034	LON_SL+_GGOE01041193.1	+	fine	6274	6392.0	118.0	100.0	+	.	LON_OG0031895	substring_1
16035	LON_SL+_GGOE01041193.1	+	intron	6393	6524.0	132.0	0.0	+	.	LON_OG0031895	substring_1
16036	LON_SL+_GGOE01041193.1	+	fine	6525	6574.0	49.0	100.0	+	.	LON_OG0031895	substring_1
16037	LON_SL+_GGOE01041193.1	+	intron	6575	6916.0	342.0	0.0	+	.	LON_OG0031895	substring_1
16038	LON_SL+_GGOE01041193.1	+	fine	6917	7007.0	90.0	97.8	+	.	LON_OG0031895	substring_1
16039	LON_SL+_GGOE01041207.1	+	fine	200	467.0	267.0	100.0	+	.	LON_OG0031896	substring_1
16040	LON_SL+_GGOE01041207.1	+	intron	468	835.0	368.0	0.0	+	.	LON_OG0031896	substring_1
16041	LON_SL+_GGOE01041207.1	+	fine	836	974.0	138.0	100.0	+	.	LON_OG0031896	substring_1
16042	LON_SL+_GGOE01041207.1	+	intron	975	1241.0	267.0	0.0	+	.	LON_OG0031896	substring_1
16043	LON_SL+_GGOE01041207.1	+	fine	1242	1448.0	206.0	100.0	+	.	LON_OG0031896	substring_1
16044	LON_SL+_GGOE01041207.1	+	intron	1449	1593.0	145.0	0.0	+	.	LON_OG0031896	substring_1
16045	LON_SL+_GGOE01041207.1	+	fine	1594	1996.0	402.0	100.0	+	.	LON_OG0031896	substring_1
16046	LON_SL+_GGOE01041218.1	+	fine	200	288.0	88.0	100.0	+	.	LON_OG0031900	substring_1
16047	LON_SL+_GGOE01041218.1	+	intron	289	792.0	504.0	0.0	+	.	LON_OG0031900	substring_1
16048	LON_SL+_GGOE01041218.1	+	fine	793	922.0	129.0	100.0	+	.	LON_OG0031900	substring_1
16049	LON_SL+_GGOE01041218.1	+	intron	923	1476.0	554.0	0.0	+	.	LON_OG0031900	substring_1
16050	LON_SL+_GGOE01041218.1	+	fine	1477	1556.0	79.0	100.0	+	.	LON_OG0031900	substring_1
16051	LON_SL+_GGOE01041218.1	+	intron	1557	1898.0	342.0	0.0	+	.	LON_OG0031900	substring_1
16052	LON_SL+_GGOE01041218.1	+	fine	1899	1946.0	47.0	100.0	+	.	LON_OG0031900	substring_1
16053	LON_SL+_GGOE01041218.1	+	intron	1947	2588.0	642.0	0.0	+	.	LON_OG0031900	substring_1
16054	LON_SL+_GGOE01041218.1	+	fine	2589	2660.0	71.0	100.0	+	.	LON_OG0031900	substring_1
16055	LON_SL+_GGOE01041294.1	+	fine	1152	1356.0	204.0	98.54	+	.	LON_OG0031905	substring_1
16056	LON_SL+_GGOE01041294.1	+	intron	1357	1940.0	584.0	0.0	+	.	LON_OG0031905	substring_1
16057	LON_SL+_GGOE01041294.1	+	fine	1941	2060.0	119.0	100.0	+	.	LON_OG0031905	substring_1
16058	LON_SL+_GGOE01041294.1	+	intron	2061	2448.0	388.0	0.0	+	.	LON_OG0031905	substring_1
16059	LON_SL+_GGOE01041294.1	+	fine	2449	2551.0	102.0	100.0	+	.	LON_OG0031905	substring_1
16060	LON_SL+_GGOE01041294.1	+	intron	2552	2818.0	267.0	0.0	+	.	LON_OG0031905	substring_1
16061	LON_SL+_GGOE01041294.1	+	fine	2819	3097.0	278.0	100.0	+	.	LON_OG0031905	substring_1
16062	LON_SL+_GGOE01041364.1	+	fine	203	291.0	88.0	98.88	+	.	LON_OG0031914	substring_1
16063	LON_SL+_GGOE01041364.1	+	intron	292	620.0	329.0	0.0	+	.	LON_OG0031914	substring_1
16064	LON_SL+_GGOE01041364.1	+	fine	621	724.0	103.0	100.0	+	.	LON_OG0031914	substring_1
16065	LON_SL+_GGOE01041364.1	+	intron	725	1289.0	565.0	0.0	+	.	LON_OG0031914	substring_1
16066	LON_SL+_GGOE01041364.1	+	fine	1290	1410.0	120.0	100.0	+	.	LON_OG0031914	substring_1
16067	LON_SL+_GGOE01041364.1	+	intron	1411	1908.0	498.0	0.0	+	.	LON_OG0031914	substring_1
16068	LON_SL+_GGOE01041364.1	+	fine	1909	1984.0	75.0	100.0	+	.	LON_OG0031914	substring_1
16069	LON_SL+_GGOE01041364.1	+	intron	1985	4408.0	2424.0	0.0	+	.	LON_OG0031914	substring_1
16070	LON_SL+_GGOE01041364.1	+	fine	4409	4491.0	82.0	100.0	+	.	LON_OG0031914	substring_1
16071	LON_SL+_GGOE01041364.1	+	intron	4492	4801.0	310.0	0.0	+	.	LON_OG0031914	substring_1
16072	LON_SL+_GGOE01041364.1	+	fine	4802	4901.0	99.0	100.0	+	.	LON_OG0031914	substring_1
