seqid	source	exon_type	start	end	length	homology	strand	phase	attributes	substring
HIE_SL+_TRINITY_DN37011_c0_g1_i1	+	fine	3868	3958	90	97.8	+	.	HIE_OG0032690	substring_1
HIE_SL+_TRINITY_DN37011_c0_g1_i1	+	intron	3959	4873	914	0	+	.	HIE_OG0032690	substring_1
HIE_SL+_TRINITY_DN37011_c0_g1_i1	+	fine	4874	4938	64	100.0	+	.	HIE_OG0032690	substring_1
HIE_SL+_TRINITY_DN37011_c0_g1_i1	+	intron	4939	5057	118	0	+	.	HIE_OG0032690	substring_1
HIE_SL+_TRINITY_DN37011_c0_g1_i1	+	fine	5058	5244	186	100.0	+	.	HIE_OG0032690	substring_1
HIE_SL+_TRINITY_DN37011_c0_g1_i1	+	intron	5245	6584	1339	0	+	.	HIE_OG0032690	substring_1
HIE_SL+_TRINITY_DN37011_c0_g1_i1	+	fine	6585	6939	354	99.15	+	.	HIE_OG0032690	substring_1
HIE_SL-_TRINITY_DN53006_c3_g1_i5	-	fine	195	292	97	96.94	-	.	HIE_OG0032696	substring_1
HIE_SL-_TRINITY_DN53006_c3_g1_i5	-	intron	293	935	642	0	-	.	HIE_OG0032696	substring_1
HIE_SL-_TRINITY_DN53006_c3_g1_i5	-	fine	936	1092	156	100.0	-	.	HIE_OG0032696	substring_1
HIE_SL-_TRINITY_DN53006_c3_g1_i5	-	intron	1093	2186	1093	0	-	.	HIE_OG0032696	substring_1
HIE_SL-_TRINITY_DN53006_c3_g1_i5	-	fine	2187	2273	86	100.0	-	.	HIE_OG0032696	substring_1
HIE_SL-_TRINITY_DN53006_c3_g1_i5	-	intron	2274	2355	81	0	-	.	HIE_OG0032696	substring_1
HIE_SL-_TRINITY_DN53006_c3_g1_i5	-	fine	2356	2410	54	100.0	-	.	HIE_OG0032696	substring_1
HIE_SL-_TRINITY_DN53006_c3_g1_i5	-	intron	2411	2771	360	0	-	.	HIE_OG0032696	substring_1
HIE_SL-_TRINITY_DN53006_c3_g1_i5	-	fine	2772	2832	60	100.0	-	.	HIE_OG0032696	substring_1
HIE_SL-_TRINITY_DN53006_c3_g1_i5	-	intron	2833	3042	209	0	-	.	HIE_OG0032696	substring_1
HIE_SL-_TRINITY_DN53006_c3_g1_i5	-	fine	3043	3107	64	100.0	-	.	HIE_OG0032696	substring_1
HIE_SL-_TRINITY_DN53006_c3_g1_i5	-	intron	3108	3663	555	0	-	.	HIE_OG0032696	substring_1
HIE_SL-_TRINITY_DN53006_c3_g1_i5	-	fine	3664	3707	43	100.0	-	.	HIE_OG0032696	substring_1
HIE_SL-_TRINITY_DN53006_c3_g1_i5	-	intron	3708	4093	385	0	-	.	HIE_OG0032696	substring_1
HIE_SL-_TRINITY_DN53006_c3_g1_i5	-	fine	4094	4157	63	100.0	-	.	HIE_OG0032696	substring_1
HIE_SL-_TRINITY_DN53006_c3_g1_i5	-	intron	4158	4438	280	0	-	.	HIE_OG0032696	substring_1
HIE_SL-_TRINITY_DN53006_c3_g1_i5	-	fine	4439	4592	153	100.0	-	.	HIE_OG0032696	substring_1
HIE_SL-_TRINITY_DN53006_c3_g1_i5	-	intron	4593	4832	239	0	-	.	HIE_OG0032696	substring_1
HIE_SL-_TRINITY_DN53006_c3_g1_i5	-	fine	4833	4905	72	100.0	-	.	HIE_OG0032696	substring_1
HIE_SL-_TRINITY_DN53006_c3_g1_i5	-	intron	4906	5308	402	0	-	.	HIE_OG0032696	substring_1
HIE_SL-_TRINITY_DN53006_c3_g1_i5	-	fine	5309	5422	113	100.0	-	.	HIE_OG0032696	substring_1
HIE_SL-_TRINITY_DN53006_c3_g1_i5	-	intron	5423	5647	224	0	-	.	HIE_OG0032696	substring_1
HIE_SL-_TRINITY_DN53006_c3_g1_i5	-	fine	5648	5689	41	100.0	-	.	HIE_OG0032696	substring_1
HIE_SL-_TRINITY_DN53006_c3_g1_i5	-	intron	5690	6023	333	0	-	.	HIE_OG0032696	substring_1
HIE_SL-_TRINITY_DN53006_c3_g1_i5	-	fine	6024	6124	100	100.0	-	.	HIE_OG0032696	substring_1
HIE_SL-_TRINITY_DN53006_c3_g1_i5	-	intron	6125	6684	559	0	-	.	HIE_OG0032696	substring_1
HIE_SL-_TRINITY_DN53006_c3_g1_i5	-	fine	6685	6749	64	98.46	-	.	HIE_OG0032696	substring_1
HIE_SL-_TRINITY_DN53006_c3_g1_i5	-	intron	6750	6925	175	0	-	.	HIE_OG0032696	substring_1
HIE_SL-_TRINITY_DN53006_c3_g1_i5	-	fine	6926	6981	55	98.21	-	.	HIE_OG0032696	substring_1
HIE_SL-_TRINITY_DN53006_c3_g1_i5	-	intron	6982	7185	203	0	-	.	HIE_OG0032696	substring_1
HIE_SL-_TRINITY_DN53006_c3_g1_i5	-	fine	7186	7249	63	100.0	-	.	HIE_OG0032696	substring_1
HIE_SL-_TRINITY_DN53006_c3_g1_i5	-	intron	7250	7451	201	0	-	.	HIE_OG0032696	substring_1
HIE_SL-_TRINITY_DN53006_c3_g1_i5	-	fine	7452	7518	66	100.0	-	.	HIE_OG0032696	substring_1
HIE_SL+_TRINITY_DN51081_c2_g1_i3	+	fine	190	405	215	97.69	+	.	HIE_OG0032699	substring_1
HIE_SL+_TRINITY_DN51081_c2_g1_i3	+	intron	406	650	244	0	+	.	HIE_OG0032699	substring_1
HIE_SL+_TRINITY_DN51081_c2_g1_i3	+	fine	651	821	170	100.0	+	.	HIE_OG0032699	substring_1
HIE_SL+_TRINITY_DN51081_c2_g1_i3	+	intron	822	1135	313	0	+	.	HIE_OG0032699	substring_1
HIE_SL+_TRINITY_DN51081_c2_g1_i3	+	fine	1136	1266	130	99.24	+	.	HIE_OG0032699	substring_1
HIE_SL+_TRINITY_DN51081_c2_g1_i3	+	intron	1267	2765	1498	0	+	.	HIE_OG0032699	substring_1
HIE_SL+_TRINITY_DN51081_c2_g1_i3	+	fine	2766	2874	108	100.0	+	.	HIE_OG0032699	substring_1
HIE_SL+_TRINITY_DN51081_c2_g1_i3	+	intron	2875	2999	124	0	+	.	HIE_OG0032699	substring_1
HIE_SL+_TRINITY_DN51081_c2_g1_i3	+	fine	3000	3106	106	100.0	+	.	HIE_OG0032699	substring_1
HIE_SL+_TRINITY_DN51081_c2_g1_i3	+	intron	3107	3289	182	0	+	.	HIE_OG0032699	substring_1
HIE_SL+_TRINITY_DN51081_c2_g1_i3	+	fine	3290	3387	97	100.0	+	.	HIE_OG0032699	substring_1
HIE_SL+_TRINITY_DN51081_c2_g1_i3	+	intron	3388	4004	616	0	+	.	HIE_OG0032699	substring_1
HIE_SL+_TRINITY_DN51081_c2_g1_i3	+	fine	4005	4161	156	100.0	+	.	HIE_OG0032699	substring_1
HIE_SL+_TRINITY_DN43210_c3_g1_i2	+	fine	200	281	81	97.56	+	.	HIE_OG0032701	substring_1
HIE_SL+_TRINITY_DN43210_c3_g1_i2	+	intron	282	1152	870	0	+	.	HIE_OG0032701	substring_1
HIE_SL+_TRINITY_DN43210_c3_g1_i2	+	fine	1153	1283	130	100.0	+	.	HIE_OG0032701	substring_1
HIE_SL+_TRINITY_DN43210_c3_g1_i2	+	intron	1284	2187	903	0	+	.	HIE_OG0032701	substring_1
HIE_SL+_TRINITY_DN43210_c3_g1_i2	+	fine	2188	2230	42	100.0	+	.	HIE_OG0032701	substring_1
HIE_SL+_TRINITY_DN43210_c3_g1_i2	+	intron	2231	2484	253	0	+	.	HIE_OG0032701	substring_1
HIE_SL+_TRINITY_DN43210_c3_g1_i2	+	fine	2485	2572	87	100.0	+	.	HIE_OG0032701	substring_1
HIE_SL+_TRINITY_DN43210_c3_g1_i2	+	intron	2573	2638	65	0	+	.	HIE_OG0032701	substring_1
HIE_SL+_TRINITY_DN43210_c3_g1_i2	+	fine	2639	2720	81	100.0	+	.	HIE_OG0032701	substring_1
HIE_SL+_TRINITY_DN43210_c3_g1_i2	+	intron	2721	5811	3090	0	+	.	HIE_OG0032701	substring_1
HIE_SL+_TRINITY_DN43210_c3_g1_i2	+	fine	5812	5901	89	100.0	+	.	HIE_OG0032701	substring_1
HIE_SL+_TRINITY_DN43210_c3_g1_i2	+	intron	5902	6912	1010	0	+	.	HIE_OG0032701	substring_1
HIE_SL+_TRINITY_DN43210_c3_g1_i2	+	fine	6913	7003	90	100.0	+	.	HIE_OG0032701	substring_1
HIE_SL+_TRINITY_DN43210_c3_g1_i2	+	intron	7004	7653	649	0	+	.	HIE_OG0032701	substring_1
HIE_SL+_TRINITY_DN43210_c3_g1_i2	+	fine	7654	7705	51	100.0	+	.	HIE_OG0032701	substring_1
HIE_SL+_TRINITY_DN43210_c3_g1_i2	+	intron	7706	7826	120	0	+	.	HIE_OG0032701	substring_1
HIE_SL+_TRINITY_DN43210_c3_g1_i2	+	fine	7827	7887	60	100.0	+	.	HIE_OG0032701	substring_1
HIE_SL+_TRINITY_DN43210_c3_g1_i2	+	intron	7888	8696	808	0	+	.	HIE_OG0032701	substring_1
HIE_SL+_TRINITY_DN43210_c3_g1_i2	+	fine	8697	9015	318	99.69	+	.	HIE_OG0032701	substring_1
HIE_SL-_TRINITY_DN38253_c0_g1_i1	-	fine	200	295	95	100.0	-	.	HIE_OG0032706	substring_1
HIE_SL-_TRINITY_DN38253_c0_g1_i1	-	intron	296	504	208	0	-	.	HIE_OG0032706	substring_1
HIE_SL-_TRINITY_DN38253_c0_g1_i1	-	intron	296	504	208	0	-	.	HIE_OG0032706	substring_2
HIE_SL-_TRINITY_DN38253_c0_g1_i1	-	intron	296	504	208	0	-	.	HIE_OG0032706	substring_3
HIE_SL-_TRINITY_DN38253_c0_g1_i1	-	fine	505	571	66	100.0	-	.	HIE_OG0032706	substring_1
HIE_SL-_TRINITY_DN38253_c0_g1_i1	-	intron	572	1446	874	0	-	.	HIE_OG0032706	substring_1
HIE_SL-_TRINITY_DN38253_c0_g1_i1	-	intron	572	1446	874	0	-	.	HIE_OG0032706	substring_2
HIE_SL-_TRINITY_DN38253_c0_g1_i1	-	intron	572	1446	874	0	-	.	HIE_OG0032706	substring_3
HIE_SL-_TRINITY_DN38253_c0_g1_i1	-	fine	1447	1549	102	100.0	-	.	HIE_OG0032706	substring_1
HIE_SL-_TRINITY_DN38253_c0_g1_i1	-	intron	1550	2913	1363	0	-	.	HIE_OG0032706	substring_1
HIE_SL-_TRINITY_DN38253_c0_g1_i1	-	intron	1550	2913	1363	0	-	.	HIE_OG0032706	substring_2
HIE_SL-_TRINITY_DN38253_c0_g1_i1	-	intron	1550	2913	1363	0	-	.	HIE_OG0032706	substring_3
HIE_SL-_TRINITY_DN38253_c0_g1_i1	-	fine	2914	3021	107	100.0	-	.	HIE_OG0032706	substring_1
HIE_SL-_TRINITY_DN38253_c0_g1_i1	-	intron	3022	3294	272	0	-	.	HIE_OG0032706	substring_1
HIE_SL-_TRINITY_DN38253_c0_g1_i1	-	intron	3022	3294	272	0	-	.	HIE_OG0032706	substring_2
HIE_SL-_TRINITY_DN38253_c0_g1_i1	-	intron	3022	3294	272	0	-	.	HIE_OG0032706	substring_3
HIE_SL-_TRINITY_DN38253_c0_g1_i1	-	fine	3295	3387	92	100.0	-	.	HIE_OG0032706	substring_1
HIE_SL-_TRINITY_DN38253_c0_g1_i1	-	intron	3388	4594	1206	0	-	.	HIE_OG0032706	substring_1
HIE_SL-_TRINITY_DN38253_c0_g1_i1	-	intron	3388	4594	1206	0	-	.	HIE_OG0032706	substring_2
HIE_SL-_TRINITY_DN38253_c0_g1_i1	-	intron	3388	4594	1206	0	-	.	HIE_OG0032706	substring_3
HIE_SL-_TRINITY_DN38253_c0_g1_i1	-	fine	4595	4680	85	100.0	-	.	HIE_OG0032706	substring_1
HIE_SL-_TRINITY_DN38253_c0_g1_i1	-	intron	4681	4831	150	0	-	.	HIE_OG0032706	substring_1
HIE_SL-_TRINITY_DN38253_c0_g1_i1	-	intron	4681	4831	150	0	-	.	HIE_OG0032706	substring_2
HIE_SL-_TRINITY_DN38253_c0_g1_i1	-	intron	4681	4831	150	0	-	.	HIE_OG0032706	substring_3
HIE_SL-_TRINITY_DN38253_c0_g1_i1	-	fine	4832	4870	38	100.0	-	.	HIE_OG0032706	substring_1
HIE_SL-_TRINITY_DN38253_c0_g1_i1	-	intron	4871	5154	283	0	-	.	HIE_OG0032706	substring_1
HIE_SL-_TRINITY_DN38253_c0_g1_i1	-	intron	4871	5154	283	0	-	.	HIE_OG0032706	substring_2
HIE_SL-_TRINITY_DN38253_c0_g1_i1	-	intron	4871	5154	283	0	-	.	HIE_OG0032706	substring_3
HIE_SL-_TRINITY_DN38253_c0_g1_i1	-	fine	5155	5221	66	100.0	-	.	HIE_OG0032706	substring_1
HIE_SL-_TRINITY_DN38253_c0_g1_i1	-	intron	5222	7027	1805	0	-	.	HIE_OG0032706	substring_1
HIE_SL-_TRINITY_DN38253_c0_g1_i1	-	intron	5222	7027	1805	0	-	.	HIE_OG0032706	substring_2
HIE_SL-_TRINITY_DN38253_c0_g1_i1	-	intron	5222	7027	1805	0	-	.	HIE_OG0032706	substring_3
HIE_SL-_TRINITY_DN38253_c0_g1_i1	-	fine	7028	7182	154	100.0	-	.	HIE_OG0032706	substring_1
HIE_SL-_TRINITY_DN38253_c0_g1_i1	-	intron	7183	7792	609	0	-	.	HIE_OG0032706	substring_1
HIE_SL-_TRINITY_DN38253_c0_g1_i1	-	intron	7183	7792	609	0	-	.	HIE_OG0032706	substring_2
HIE_SL-_TRINITY_DN38253_c0_g1_i1	-	intron	7183	7792	609	0	-	.	HIE_OG0032706	substring_3
HIE_SL-_TRINITY_DN38253_c0_g1_i1	-	fine	7793	7900	107	100.0	-	.	HIE_OG0032706	substring_1
HIE_SL-_TRINITY_DN38253_c0_g1_i1	-	intron	7901	8148	247	0	-	.	HIE_OG0032706	substring_1
HIE_SL-_TRINITY_DN38253_c0_g1_i1	-	intron	7901	8148	247	0	-	.	HIE_OG0032706	substring_2
HIE_SL-_TRINITY_DN38253_c0_g1_i1	-	intron	7901	8148	247	0	-	.	HIE_OG0032706	substring_3
HIE_SL-_TRINITY_DN38253_c0_g1_i1	-	fine	8149	8251	102	100.0	-	.	HIE_OG0032706	substring_1
HIE_SL-_TRINITY_DN38253_c0_g1_i1	-	fine	11165	11228	63	98.44	-	.	HIE_OG0032706	substring_2
HIE_SL-_TRINITY_DN38253_c0_g1_i1	-	fine	11609	11686	77	98.72	-	.	HIE_OG0032706	substring_2
HIE_SL-_TRINITY_DN38253_c0_g1_i1	-	fine	13363	13462	99	100.0	-	.	HIE_OG0032706	substring_2
HIE_SL-_TRINITY_DN38253_c0_g1_i1	-	fine	17255	17355	100	99.01	-	.	HIE_OG0032706	substring_3
HIE_SL-_TRINITY_DN38253_c0_g1_i1	-	fine	18246	18361	115	100.0	-	.	HIE_OG0032706	substring_3
HIE_SL-_TRINITY_DN38253_c0_g1_i1	-	fine	19959	20096	137	100.0	-	.	HIE_OG0032706	substring_3
HIE_SL+_TRINITY_DN46521_c6_g1_i2	+	fine	199	355	156	99.36	+	.	HIE_OG0032708	substring_1
HIE_SL+_TRINITY_DN46521_c6_g1_i2	+	intron	356	950	594	0	+	.	HIE_OG0032708	substring_1
HIE_SL+_TRINITY_DN46521_c6_g1_i2	+	intron	356	950	594	0	+	.	HIE_OG0032708	substring_2
HIE_SL+_TRINITY_DN46521_c6_g1_i2	+	fine	951	1074	123	100.0	+	.	HIE_OG0032708	substring_1
HIE_SL+_TRINITY_DN46521_c6_g1_i2	+	intron	1075	2444	1369	0	+	.	HIE_OG0032708	substring_1
HIE_SL+_TRINITY_DN46521_c6_g1_i2	+	intron	1075	2444	1369	0	+	.	HIE_OG0032708	substring_2
HIE_SL+_TRINITY_DN46521_c6_g1_i2	+	fine	2445	2510	65	100.0	+	.	HIE_OG0032708	substring_1
HIE_SL+_TRINITY_DN46521_c6_g1_i2	+	fine	4284	4364	80	100.0	+	.	HIE_OG0032708	substring_2
HIE_SL+_TRINITY_DN46521_c6_g1_i2	+	fine	5497	5561	64	100.0	+	.	HIE_OG0032708	substring_2
HIE_SL+_TRINITY_DN46521_c6_g1_i2	+	fine	6173	6296	123	100.0	+	.	HIE_OG0032708	substring_2
HIE_SL+_TRINITY_DN46521_c6_g1_i2	+	fine	7528	7605	77	97.44	+	.	HIE_OG0032708	substring_2
HIE_SL+_TRINITY_DN46521_c6_g1_i2	+	fine	7940	8306	366	99.73	+	.	HIE_OG0032708	substring_2
HIE_SL+_TRINITY_DN43507_c1_g6_i1	+	fine	192	346	154	98.06	+	.	HIE_OG0032713	substring_1
HIE_SL+_TRINITY_DN43507_c1_g6_i1	+	intron	347	563	216	0	+	.	HIE_OG0032713	substring_1
HIE_SL+_TRINITY_DN43507_c1_g6_i1	+	fine	564	708	144	100.0	+	.	HIE_OG0032713	substring_1
HIE_SL+_TRINITY_DN43507_c1_g6_i1	+	intron	709	3632	2923	0	+	.	HIE_OG0032713	substring_1
HIE_SL+_TRINITY_DN43507_c1_g6_i1	+	fine	3633	3791	158	100.0	+	.	HIE_OG0032713	substring_1
HIE_SL+_TRINITY_DN43507_c1_g6_i1	+	intron	3792	4184	392	0	+	.	HIE_OG0032713	substring_1
HIE_SL+_TRINITY_DN43507_c1_g6_i1	+	fine	4185	4217	32	100.0	+	.	HIE_OG0032713	substring_1
HIE_SL+_TRINITY_DN43507_c1_g6_i1	+	intron	4218	4808	590	0	+	.	HIE_OG0032713	substring_1
HIE_SL+_TRINITY_DN43507_c1_g6_i1	+	fine	4809	4925	116	100.0	+	.	HIE_OG0032713	substring_1
HIE_SL+_TRINITY_DN43507_c1_g6_i1	+	intron	4926	5402	476	0	+	.	HIE_OG0032713	substring_1
HIE_SL+_TRINITY_DN43507_c1_g6_i1	+	fine	5403	5769	366	99.73	+	.	HIE_OG0032713	substring_1
HIE_SL+_TRINITY_DN44299_c1_g1_i2	+	fine	200	312	112	99.12	+	.	HIE_OG0032714	substring_1
HIE_SL+_TRINITY_DN44299_c1_g1_i2	+	intron	313	4604	4291	0	+	.	HIE_OG0032714	substring_1
HIE_SL+_TRINITY_DN44299_c1_g1_i2	+	fine	4605	4674	69	100.0	+	.	HIE_OG0032714	substring_1
HIE_SL+_TRINITY_DN44299_c1_g1_i2	+	intron	4675	6039	1364	0	+	.	HIE_OG0032714	substring_1
HIE_SL+_TRINITY_DN44299_c1_g1_i2	+	fine	6040	6070	30	100.0	+	.	HIE_OG0032714	substring_1
HIE_SL+_TRINITY_DN44299_c1_g1_i2	+	intron	6071	6586	515	0	+	.	HIE_OG0032714	substring_1
HIE_SL+_TRINITY_DN44299_c1_g1_i2	+	fine	6587	6674	87	100.0	+	.	HIE_OG0032714	substring_1
HIE_SL+_TRINITY_DN44299_c1_g1_i2	+	intron	6675	7744	1069	0	+	.	HIE_OG0032714	substring_1
HIE_SL+_TRINITY_DN44299_c1_g1_i2	+	fine	7745	7813	68	97.1	+	.	HIE_OG0032714	substring_1
HIE_SL+_TRINITY_DN44299_c1_g1_i2	+	intron	7814	8222	408	0	+	.	HIE_OG0032714	substring_1
HIE_SL+_TRINITY_DN44299_c1_g1_i2	+	fine	8223	8286	63	100.0	+	.	HIE_OG0032714	substring_1
HIE_SL+_TRINITY_DN44299_c1_g1_i2	+	intron	8287	8437	150	0	+	.	HIE_OG0032714	substring_1
HIE_SL+_TRINITY_DN44299_c1_g1_i2	+	fine	8438	8511	73	100.0	+	.	HIE_OG0032714	substring_1
HIE_SL+_TRINITY_DN44299_c1_g1_i2	+	intron	8512	8944	432	0	+	.	HIE_OG0032714	substring_1
HIE_SL+_TRINITY_DN44299_c1_g1_i2	+	fine	8945	9031	86	100.0	+	.	HIE_OG0032714	substring_1
HIE_SL+_TRINITY_DN44299_c1_g1_i2	+	intron	9032	9217	185	0	+	.	HIE_OG0032714	substring_1
HIE_SL+_TRINITY_DN44299_c1_g1_i2	+	fine	9218	9252	34	100.0	+	.	HIE_OG0032714	substring_1
HIE_SL+_TRINITY_DN44299_c1_g1_i2	+	intron	9253	11476	2223	0	+	.	HIE_OG0032714	substring_1
HIE_SL+_TRINITY_DN44299_c1_g1_i2	+	fine	11477	11552	75	100.0	+	.	HIE_OG0032714	substring_1
HIE_SL+_TRINITY_DN44299_c1_g1_i2	+	intron	11553	12318	765	0	+	.	HIE_OG0032714	substring_1
HIE_SL+_TRINITY_DN44299_c1_g1_i2	+	fine	12319	12707	388	99.23	+	.	HIE_OG0032714	substring_1
HIE_SL+_TRINITY_DN36182_c0_g1_i4	+	fine	197	376	179	99.44	+	.	HIE_OG0032724	substring_1
HIE_SL+_TRINITY_DN36182_c0_g1_i4	+	intron	377	634	257	0	+	.	HIE_OG0032724	substring_1
HIE_SL+_TRINITY_DN36182_c0_g1_i4	+	fine	635	815	180	100.0	+	.	HIE_OG0032724	substring_1
HIE_SL+_TRINITY_DN36182_c0_g1_i4	+	intron	816	1396	580	0	+	.	HIE_OG0032724	substring_1
HIE_SL+_TRINITY_DN36182_c0_g1_i4	+	fine	1397	1565	168	100.0	+	.	HIE_OG0032724	substring_1
HIE_SL+_TRINITY_DN36182_c0_g1_i4	+	intron	1566	3201	1635	0	+	.	HIE_OG0032724	substring_1
HIE_SL+_TRINITY_DN36182_c0_g1_i4	+	fine	3202	3313	111	100.0	+	.	HIE_OG0032724	substring_1
HIE_SL+_TRINITY_DN36182_c0_g1_i4	+	intron	3314	5125	1811	0	+	.	HIE_OG0032724	substring_1
HIE_SL+_TRINITY_DN36182_c0_g1_i4	+	fine	5126	5226	100	100.0	+	.	HIE_OG0032724	substring_1
HIE_SL+_TRINITY_DN36182_c0_g1_i4	+	intron	5227	6097	870	0	+	.	HIE_OG0032724	substring_1
HIE_SL+_TRINITY_DN36182_c0_g1_i4	+	fine	6098	6191	93	100.0	+	.	HIE_OG0032724	substring_1
HIE_SL+_TRINITY_DN36182_c0_g1_i4	+	intron	6192	6620	428	0	+	.	HIE_OG0032724	substring_1
HIE_SL+_TRINITY_DN36182_c0_g1_i4	+	fine	6621	7081	460	100.0	+	.	HIE_OG0032724	substring_1
HIE_SL+_TRINITY_DN38719_c0_g1_i1	+	fine	197	429	232	98.71	+	.	HIE_OG0032727	substring_1
HIE_SL+_TRINITY_DN38719_c0_g1_i1	+	intron	430	1584	1154	0	+	.	HIE_OG0032727	substring_1
HIE_SL+_TRINITY_DN38719_c0_g1_i1	+	fine	1585	1660	75	98.68	+	.	HIE_OG0032727	substring_1
HIE_SL+_TRINITY_DN38719_c0_g1_i1	+	intron	1661	2397	736	0	+	.	HIE_OG0032727	substring_1
HIE_SL+_TRINITY_DN38719_c0_g1_i1	+	fine	2398	2529	131	97.73	+	.	HIE_OG0032727	substring_1
HIE_SL+_TRINITY_DN38719_c0_g1_i1	+	intron	2530	3067	537	0	+	.	HIE_OG0032727	substring_1
HIE_SL+_TRINITY_DN38719_c0_g1_i1	+	fine	3068	3171	103	99.04	+	.	HIE_OG0032727	substring_1
HIE_SL+_TRINITY_DN38719_c0_g1_i1	+	intron	3172	3495	323	0	+	.	HIE_OG0032727	substring_1
HIE_SL+_TRINITY_DN38719_c0_g1_i1	+	fine	3496	3531	35	100.0	+	.	HIE_OG0032727	substring_1
HIE_SL+_TRINITY_DN52400_c5_g5_i4	+	fine	211	260	49	98.0	+	.	HIE_OG0032728	substring_1
HIE_SL+_TRINITY_DN52400_c5_g5_i4	+	intron	261	911	650	0	+	.	HIE_OG0032728	substring_1
HIE_SL+_TRINITY_DN52400_c5_g5_i4	+	fine	912	1076	164	100.0	+	.	HIE_OG0032728	substring_1
HIE_SL+_TRINITY_DN52400_c5_g5_i4	+	intron	1077	1827	750	0	+	.	HIE_OG0032728	substring_1
HIE_SL+_TRINITY_DN52400_c5_g5_i4	+	fine	1828	1958	130	100.0	+	.	HIE_OG0032728	substring_1
HIE_SL+_TRINITY_DN52400_c5_g5_i4	+	intron	1959	3858	1899	0	+	.	HIE_OG0032728	substring_1
HIE_SL+_TRINITY_DN52400_c5_g5_i4	+	fine	3859	3898	39	100.0	+	.	HIE_OG0032728	substring_1
HIE_SL+_TRINITY_DN52400_c5_g5_i4	+	intron	3899	4338	439	0	+	.	HIE_OG0032728	substring_1
HIE_SL+_TRINITY_DN52400_c5_g5_i4	+	fine	4339	4470	131	100.0	+	.	HIE_OG0032728	substring_1
HIE_SL+_TRINITY_DN52400_c5_g5_i4	+	intron	4471	4785	314	0	+	.	HIE_OG0032728	substring_1
HIE_SL+_TRINITY_DN52400_c5_g5_i4	+	fine	4786	4890	104	100.0	+	.	HIE_OG0032728	substring_1
HIE_SL+_TRINITY_DN52400_c5_g5_i4	+	intron	4891	5054	163	0	+	.	HIE_OG0032728	substring_1
HIE_SL+_TRINITY_DN52400_c5_g5_i4	+	fine	5055	5137	82	100.0	+	.	HIE_OG0032728	substring_1
HIE_SL+_TRINITY_DN52400_c5_g5_i4	+	intron	5138	6085	947	0	+	.	HIE_OG0032728	substring_1
HIE_SL+_TRINITY_DN52400_c5_g5_i4	+	fine	6086	6315	229	99.57	+	.	HIE_OG0032728	substring_1
HIE_SL+_TRINITY_DN38123_c0_g1_i2	+	fine	194	314	120	95.87	+	.	HIE_OG0032731	substring_1
HIE_SL+_TRINITY_DN38123_c0_g1_i2	+	intron	315	1222	907	0	+	.	HIE_OG0032731	substring_1
HIE_SL+_TRINITY_DN38123_c0_g1_i2	+	fine	1223	1256	33	100.0	+	.	HIE_OG0032731	substring_1
HIE_SL+_TRINITY_DN38123_c0_g1_i2	+	intron	1257	1936	679	0	+	.	HIE_OG0032731	substring_1
HIE_SL+_TRINITY_DN38123_c0_g1_i2	+	fine	1937	2027	90	100.0	+	.	HIE_OG0032731	substring_1
HIE_SL+_TRINITY_DN38123_c0_g1_i2	+	intron	2028	2354	326	0	+	.	HIE_OG0032731	substring_1
HIE_SL+_TRINITY_DN38123_c0_g1_i2	+	fine	2355	2445	90	100.0	+	.	HIE_OG0032731	substring_1
HIE_SL+_TRINITY_DN38123_c0_g1_i2	+	intron	2446	3541	1095	0	+	.	HIE_OG0032731	substring_1
HIE_SL+_TRINITY_DN38123_c0_g1_i2	+	fine	3542	3603	61	100.0	+	.	HIE_OG0032731	substring_1
HIE_SL+_TRINITY_DN38123_c0_g1_i2	+	intron	3604	3752	148	0	+	.	HIE_OG0032731	substring_1
HIE_SL+_TRINITY_DN38123_c0_g1_i2	+	fine	3753	3840	87	100.0	+	.	HIE_OG0032731	substring_1
HIE_SL+_TRINITY_DN38123_c0_g1_i2	+	intron	3841	4253	412	0	+	.	HIE_OG0032731	substring_1
HIE_SL+_TRINITY_DN38123_c0_g1_i2	+	fine	4254	4323	69	100.0	+	.	HIE_OG0032731	substring_1
HIE_SL+_TRINITY_DN38123_c0_g1_i2	+	intron	4324	4613	289	0	+	.	HIE_OG0032731	substring_1
HIE_SL+_TRINITY_DN38123_c0_g1_i2	+	fine	4614	4676	62	100.0	+	.	HIE_OG0032731	substring_1
HIE_SL+_TRINITY_DN38123_c0_g1_i2	+	intron	4677	6488	1811	0	+	.	HIE_OG0032731	substring_1
HIE_SL+_TRINITY_DN38123_c0_g1_i2	+	fine	6489	6520	31	100.0	+	.	HIE_OG0032731	substring_1
HIE_SL+_TRINITY_DN38123_c0_g1_i2	+	intron	6521	12470	5949	0	+	.	HIE_OG0032731	substring_1
HIE_SL+_TRINITY_DN38123_c0_g1_i2	+	fine	12471	12562	91	100.0	+	.	HIE_OG0032731	substring_1
HIE_SL+_TRINITY_DN38123_c0_g1_i2	+	intron	12563	12893	330	0	+	.	HIE_OG0032731	substring_1
HIE_SL+_TRINITY_DN38123_c0_g1_i2	+	fine	12894	12948	54	100.0	+	.	HIE_OG0032731	substring_1
HIE_SL+_TRINITY_DN38123_c0_g1_i2	+	intron	12949	13667	718	0	+	.	HIE_OG0032731	substring_1
