seqid	source	exon_type	start	end	length	homology	GC	strand	phase	attributes	substring
LON_SL+_GGOE01018584.1	+	intron	6263	6473	211	0.0	50.24	+	.	LON_OG0031233	substring_1
LON_SL+_GGOE01018584.1	+	fine	6474	6573	100	100.0	65.0	+	.	LON_OG0031233	substring_1
LON_SL+_GGOE01018584.1	+	intron	6574	7650	1077	0.0	51.44	+	.	LON_OG0031233	substring_1
LON_SL+_GGOE01018584.1	+	fine	7651	7679	29	100.0	72.41	+	.	LON_OG0031233	substring_1
LON_SL+_GGOE01018584.1	+	intron	7680	8575	896	0.0	54.91	+	.	LON_OG0031233	substring_1
LON_SL+_GGOE01018584.1	+	fine	8576	8671	96	100.0	61.46	+	.	LON_OG0031233	substring_1
LON_SL+_GGOE01018584.1	+	intron	8672	8871	200	0.0	50.5	+	.	LON_OG0031233	substring_1
LON_SL+_GGOE01018584.1	+	fine	8872	8989	118	100.0	62.71	+	.	LON_OG0031233	substring_1
LON_SL+_GGOE01018584.1	+	intron	8990	10186	1197	0.0	55.22	+	.	LON_OG0031233	substring_1
LON_SL+_GGOE01018584.1	+	fine	10187	10306	120	100.0	59.17	+	.	LON_OG0031233	substring_1
LON_SL+_GGOE01018584.1	+	intron	10307	10582	276	0.0	44.93	+	.	LON_OG0031233	substring_1
LON_SL+_GGOE01018584.1	+	fine	10583	10731	149	100.0	63.76	+	.	LON_OG0031233	substring_1
LON_SL+_GGOE01018584.1	+	intron	10732	11246	515	0.0	33.79	+	.	LON_OG0031233	substring_1
LON_SL+_GGOE01018584.1	+	fine	11247	11286	40	100.0	47.5	+	.	LON_OG0031233	substring_1
LON_SL+_GGOE01018584.1	+	intron	11287	11591	305	0.0	47.87	+	.	LON_OG0031233	substring_1
LON_SL+_GGOE01018584.1	+	fine	11592	11668	77	100.0	59.74	+	.	LON_OG0031233	substring_1
LON_SL+_GGOE01018584.1	+	intron	11669	12571	903	0.0	57.25	+	.	LON_OG0031233	substring_1
LON_SL+_GGOE01018584.1	+	fine	12572	12633	62	100.0	51.61	+	.	LON_OG0031233	substring_1
LON_SL+_GGOE01018584.1	+	intron	12634	13287	654	0.0	53.36	+	.	LON_OG0031233	substring_1
LON_SL+_GGOE01018584.1	+	fine	13288	13630	343	100.0	50.44	+	.	LON_OG0031233	substring_1
LON_SL+_GGOE01018644.1	+	fine	200	351	152	100.0	63.82	+	.	LON_OG0031240	substring_1
LON_SL+_GGOE01018644.1	+	intron	352	466	115	0.0	61.74	+	.	LON_OG0031240	substring_1
LON_SL+_GGOE01018644.1	+	fine	467	573	107	100.0	65.42	+	.	LON_OG0031240	substring_1
LON_SL+_GGOE01018644.1	+	intron	574	719	146	0.0	56.16	+	.	LON_OG0031240	substring_1
LON_SL+_GGOE01018644.1	+	fine	720	809	90	100.0	65.56	+	.	LON_OG0031240	substring_1
LON_SL+_GGOE01018644.1	+	intron	810	1216	407	0.0	57.99	+	.	LON_OG0031240	substring_1
LON_SL+_GGOE01018644.1	+	fine	1217	1347	131	100.0	50.38	+	.	LON_OG0031240	substring_1
LON_SL+_GGOE01018644.1	+	intron	1348	2564	1217	0.0	53.33	+	.	LON_OG0031240	substring_1
LON_SL+_GGOE01018644.1	+	fine	2565	2687	123	100.0	59.35	+	.	LON_OG0031240	substring_1
LON_SL+_GGOE01018644.1	+	intron	2688	2787	100	0.0	59.0	+	.	LON_OG0031240	substring_1
LON_SL+_GGOE01018644.1	+	fine	2788	2895	108	100.0	55.56	+	.	LON_OG0031240	substring_1
LON_SL+_GGOE01018644.1	+	intron	2896	3755	860	0.0	55.81	+	.	LON_OG0031240	substring_1
LON_SL+_GGOE01018644.1	+	fine	3756	3910	155	100.0	57.42	+	.	LON_OG0031240	substring_1
LON_SL+_GGOE01018644.1	+	intron	3911	4371	461	0.0	53.58	+	.	LON_OG0031240	substring_1
LON_SL+_GGOE01018644.1	+	fine	4372	4448	77	100.0	61.04	+	.	LON_OG0031240	substring_1
LON_SL+_GGOE01018644.1	+	intron	4449	4657	209	0.0	59.81	+	.	LON_OG0031240	substring_1
LON_SL+_GGOE01018644.1	+	fine	4658	4873	216	100.0	65.28	+	.	LON_OG0031240	substring_1
LON_SL+_GGOE01018644.1	+	intron	4874	4970	97	0.0	52.58	+	.	LON_OG0031240	substring_1
LON_SL+_GGOE01018644.1	+	fine	4971	5123	153	100.0	63.4	+	.	LON_OG0031240	substring_1
LON_SL+_GGOE01018644.1	+	intron	5124	5810	687	0.0	56.91	+	.	LON_OG0031240	substring_1
LON_SL+_GGOE01018644.1	+	fine	5811	5960	150	100.0	69.33	+	.	LON_OG0031240	substring_1
LON_SL+_GGOE01018644.1	+	intron	5961	7192	1232	0.0	56.9	+	.	LON_OG0031240	substring_1
LON_SL+_GGOE01018644.1	+	fine	7193	7326	134	100.0	64.93	+	.	LON_OG0031240	substring_1
LON_SL+_GGOE01018644.1	+	intron	7327	9199	1873	0.0	53.34	+	.	LON_OG0031240	substring_1
LON_SL+_GGOE01018644.1	+	fine	9200	9683	484	100.0	59.71	+	.	LON_OG0031240	substring_1
LON_SL+_GGOE01018934.1	+	fine	2148	2215	68	98.53	66.18	+	.	LON_OG0031253	substring_1
LON_SL+_GGOE01018934.1	+	fine	2225	2441	217	100.0	60.83	+	.	LON_OG0031253	substring_1
LON_SL-_GGOE01018970.1	-	fine	200	244	45	100.0	42.22	-	.	LON_OG0031256	substring_1
LON_SL-_GGOE01018970.1	-	intron	245	479	235	0.0	54.04	-	.	LON_OG0031256	substring_1
LON_SL-_GGOE01018970.1	-	fine	480	601	122	100.0	55.74	-	.	LON_OG0031256	substring_1
LON_SL-_GGOE01018970.1	-	intron	602	739	138	0.0	45.65	-	.	LON_OG0031256	substring_1
LON_SL-_GGOE01018970.1	-	fine	740	915	176	100.0	57.39	-	.	LON_OG0031256	substring_1
LON_SL-_GGOE01018970.1	-	intron	916	3478	2563	0.0	42.53	-	.	LON_OG0031256	substring_1
LON_SL-_GGOE01018970.1	-	fine	3479	3531	53	100.0	47.17	-	.	LON_OG0031256	substring_1
LON_SL-_GGOE01018970.1	-	intron	3532	3758	227	0.0	40.53	-	.	LON_OG0031256	substring_1
LON_SL-_GGOE01018970.1	-	fine	3759	3856	98	97.96	57.14	-	.	LON_OG0031256	substring_1
LON_SL+_GGOE01018982.1	+	fine	3712	3833	122	100.0	57.38	+	.	LON_OG0031259	substring_1
LON_SL+_GGOE01018982.1	+	intron	3834	4088	255	0.0	50.2	+	.	LON_OG0031259	substring_1
LON_SL+_GGOE01018982.1	+	fine	4089	4459	371	100.0	49.87	+	.	LON_OG0031259	substring_1
LON_SL+_GGOE01019362.1	+	fine	200	399	200	100.0	53.5	+	.	LON_OG0031277	substring_1
LON_SL+_GGOE01019362.1	+	intron	400	954	555	0.0	43.6	+	.	LON_OG0031277	substring_1
LON_SL+_GGOE01019362.1	+	fine	955	1075	121	100.0	55.37	+	.	LON_OG0031277	substring_1
LON_SL+_GGOE01019362.1	+	intron	1076	1765	690	0.0	50.0	+	.	LON_OG0031277	substring_1
LON_SL+_GGOE01019362.1	+	fine	1766	1886	121	100.0	57.85	+	.	LON_OG0031277	substring_1
LON_SL+_GGOE01019362.1	+	intron	1887	2539	653	0.0	50.38	+	.	LON_OG0031277	substring_1
LON_SL+_GGOE01019362.1	+	fine	2540	2597	58	100.0	53.45	+	.	LON_OG0031277	substring_1
LON_SL+_GGOE01019362.1	+	intron	2598	3227	630	0.0	55.87	+	.	LON_OG0031277	substring_1
LON_SL+_GGOE01019362.1	+	fine	3228	3351	124	100.0	62.1	+	.	LON_OG0031277	substring_1
LON_SL+_GGOE01019362.1	+	intron	3352	3683	332	0.0	45.48	+	.	LON_OG0031277	substring_1
LON_SL+_GGOE01019362.1	+	fine	3684	3757	74	100.0	52.7	+	.	LON_OG0031277	substring_1
LON_SL+_GGOE01019362.1	+	intron	3758	4574	817	0.0	51.16	+	.	LON_OG0031277	substring_1
LON_SL+_GGOE01019362.1	+	fine	4575	4836	262	100.0	64.89	+	.	LON_OG0031277	substring_1
LON_SL+_GGOE01019362.1	+	intron	4837	5147	311	0.0	53.7	+	.	LON_OG0031277	substring_1
LON_SL+_GGOE01019362.1	+	fine	5148	5179	32	100.0	78.12	+	.	LON_OG0031277	substring_1
LON_SL+_GGOE01019362.1	+	intron	5180	5463	284	0.0	66.2	+	.	LON_OG0031277	substring_1
LON_SL+_GGOE01019362.1	+	fine	5464	5624	161	100.0	68.94	+	.	LON_OG0031277	substring_1
LON_SL+_GGOE01019362.1	+	intron	5625	6339	715	0.0	54.41	+	.	LON_OG0031277	substring_1
LON_SL+_GGOE01019362.1	+	fine	6340	6441	102	100.0	77.45	+	.	LON_OG0031277	substring_1
LON_SL+_GGOE01019362.1	+	intron	6442	6845	404	0.0	60.15	+	.	LON_OG0031277	substring_1
LON_SL+_GGOE01019362.1	+	fine	6846	6975	130	100.0	64.62	+	.	LON_OG0031277	substring_1
LON_SL+_GGOE01019362.1	+	intron	6976	7682	707	0.0	51.06	+	.	LON_OG0031277	substring_1
LON_SL+_GGOE01019362.1	+	fine	7683	7837	155	100.0	64.52	+	.	LON_OG0031277	substring_1
LON_SL+_GGOE01019362.1	+	intron	7838	8800	963	0.0	54.1	+	.	LON_OG0031277	substring_1
LON_SL+_GGOE01019362.1	+	fine	8801	8948	148	100.0	65.54	+	.	LON_OG0031277	substring_1
LON_SL+_GGOE01019366.1	+	fine	199	711	513	98.83	50.49	+	.	LON_OG0031278	substring_1
LON_SL+_GGOE01019366.1	+	intron	712	798	87	0.0	44.83	+	.	LON_OG0031278	substring_1
LON_SL+_GGOE01019366.1	+	fine	799	873	75	100.0	45.33	+	.	LON_OG0031278	substring_1
LON_SL+_GGOE01019366.1	+	intron	874	922	49	0.0	30.61	+	.	LON_OG0031278	substring_1
LON_SL+_GGOE01019366.1	+	fine	923	1100	178	100.0	46.07	+	.	LON_OG0031278	substring_1
LON_SL+_GGOE01019366.1	+	intron	1101	2418	1318	0.0	44.54	+	.	LON_OG0031278	substring_1
LON_SL+_GGOE01019366.1	+	fine	2419	2610	192	100.0	53.65	+	.	LON_OG0031278	substring_1
LON_SL+_GGOE01019366.1	+	intron	2611	3228	618	0.0	36.25	+	.	LON_OG0031278	substring_1
LON_SL+_GGOE01019366.1	+	fine	3229	3302	74	100.0	48.65	+	.	LON_OG0031278	substring_1
LON_SL+_GGOE01019366.1	+	intron	3303	3488	186	0.0	45.7	+	.	LON_OG0031278	substring_1
LON_SL+_GGOE01019366.1	+	fine	3489	3581	93	100.0	54.84	+	.	LON_OG0031278	substring_1
LON_SL+_GGOE01019366.1	+	intron	3582	3967	386	0.0	48.45	+	.	LON_OG0031278	substring_1
LON_SL+_GGOE01019366.1	+	fine	3968	4084	117	100.0	52.99	+	.	LON_OG0031278	substring_1
LON_SL+_GGOE01019366.1	+	intron	4085	4297	213	0.0	38.03	+	.	LON_OG0031278	substring_1
LON_SL+_GGOE01019366.1	+	fine	4298	4372	75	98.67	61.33	+	.	LON_OG0031278	substring_1
LON_SL+_GGOE01019518.1	+	fine	190	411	222	96.85	61.71	+	.	LON_OG0031286	substring_1
LON_SL+_GGOE01019518.1	+	intron	412	675	264	0.0	53.03	+	.	LON_OG0031286	substring_1
LON_SL+_GGOE01019518.1	+	fine	676	763	88	100.0	54.55	+	.	LON_OG0031286	substring_1
LON_SL+_GGOE01019518.1	+	intron	764	1274	511	0.0	60.27	+	.	LON_OG0031286	substring_1
LON_SL+_GGOE01019518.1	+	fine	1275	1367	93	100.0	52.69	+	.	LON_OG0031286	substring_1
LON_SL+_GGOE01019518.1	+	intron	1368	2114	747	0.0	55.96	+	.	LON_OG0031286	substring_1
LON_SL+_GGOE01019518.1	+	fine	2115	2211	97	100.0	62.89	+	.	LON_OG0031286	substring_1
LON_SL+_GGOE01019518.1	+	intron	2212	2409	198	0.0	57.58	+	.	LON_OG0031286	substring_1
LON_SL+_GGOE01019518.1	+	fine	2410	2498	89	100.0	68.54	+	.	LON_OG0031286	substring_1
LON_SL+_GGOE01019518.1	+	intron	2499	2587	89	0.0	64.04	+	.	LON_OG0031286	substring_1
LON_SL+_GGOE01019518.1	+	fine	2588	2678	91	100.0	65.93	+	.	LON_OG0031286	substring_1
LON_SL+_GGOE01019518.1	+	intron	2679	2990	312	0.0	55.77	+	.	LON_OG0031286	substring_1
LON_SL+_GGOE01019518.1	+	fine	2991	3157	167	100.0	58.68	+	.	LON_OG0031286	substring_1
LON_SL+_GGOE01019518.1	+	intron	3158	3252	95	0.0	64.21	+	.	LON_OG0031286	substring_1
LON_SL+_GGOE01019518.1	+	fine	3253	3342	90	100.0	58.89	+	.	LON_OG0031286	substring_1
LON_SL+_GGOE01019518.1	+	intron	3343	3858	516	0.0	61.82	+	.	LON_OG0031286	substring_1
LON_SL+_GGOE01019518.1	+	fine	3859	4340	482	100.0	61.83	+	.	LON_OG0031286	substring_1
LON_SL+_GGOE01020066.1	+	fine	201	305	105	95.24	40.0	+	.	LON_OG0031315	substring_1
LON_SL+_GGOE01020066.1	+	intron	306	472	167	0.0	40.12	+	.	LON_OG0031315	substring_1
LON_SL+_GGOE01020066.1	+	fine	473	572	100	100.0	38.0	+	.	LON_OG0031315	substring_1
LON_SL+_GGOE01020066.1	+	intron	573	1773	1201	0.0	51.46	+	.	LON_OG0031315	substring_1
LON_SL+_GGOE01020066.1	+	fine	1774	1930	157	100.0	50.32	+	.	LON_OG0031315	substring_1
LON_SL+_GGOE01020066.1	+	intron	1931	2924	994	0.0	48.79	+	.	LON_OG0031315	substring_1
LON_SL+_GGOE01020066.1	+	fine	2925	3041	117	100.0	43.59	+	.	LON_OG0031315	substring_1
LON_SL+_GGOE01020066.1	+	intron	3042	3398	357	0.0	43.98	+	.	LON_OG0031315	substring_1
LON_SL+_GGOE01020066.1	+	fine	3399	3538	140	100.0	51.43	+	.	LON_OG0031315	substring_1
LON_SL+_GGOE01020066.1	+	intron	3539	5087	1549	0.0	49.58	+	.	LON_OG0031315	substring_1
LON_SL+_GGOE01020066.1	+	fine	5088	5199	112	100.0	52.68	+	.	LON_OG0031315	substring_1
LON_SL+_GGOE01020066.1	+	intron	5200	6194	995	0.0	48.84	+	.	LON_OG0031315	substring_1
LON_SL+_GGOE01020066.1	+	fine	6195	6219	25	100.0	48.0	+	.	LON_OG0031315	substring_1
LON_SL+_GGOE01020066.1	+	intron	6220	6863	644	0.0	41.77	+	.	LON_OG0031315	substring_1
LON_SL+_GGOE01020066.1	+	fine	6864	7043	180	100.0	54.44	+	.	LON_OG0031315	substring_1
LON_SL+_GGOE01020066.1	+	intron	7044	7143	100	0.0	43.0	+	.	LON_OG0031315	substring_1
LON_SL+_GGOE01020066.1	+	fine	7144	7323	180	100.0	50.56	+	.	LON_OG0031315	substring_1
LON_SL+_GGOE01020066.1	+	intron	7324	7434	111	0.0	40.54	+	.	LON_OG0031315	substring_1
LON_SL+_GGOE01020066.1	+	fine	7435	7561	127	100.0	53.54	+	.	LON_OG0031315	substring_1
LON_SL+_GGOE01020066.1	+	intron	7562	9843	2282	0.0	47.28	+	.	LON_OG0031315	substring_1
LON_SL+_GGOE01020066.1	+	fine	9844	9985	142	100.0	50.7	+	.	LON_OG0031315	substring_1
LON_SL+_GGOE01020066.1	+	intron	9986	10088	103	0.0	46.6	+	.	LON_OG0031315	substring_1
LON_SL+_GGOE01020066.1	+	fine	10089	10238	150	100.0	49.33	+	.	LON_OG0031315	substring_1
LON_SL+_GGOE01020066.1	+	intron	10239	12828	2590	0.0	36.68	+	.	LON_OG0031315	substring_1
LON_SL+_GGOE01020066.1	+	fine	12829	12908	80	100.0	60.0	+	.	LON_OG0031315	substring_1
LON_SL+_GGOE01020066.1	+	intron	12909	13064	156	0.0	35.9	+	.	LON_OG0031315	substring_1
LON_SL+_GGOE01020066.1	+	fine	13065	13162	98	100.0	55.1	+	.	LON_OG0031315	substring_1
LON_SL+_GGOE01020066.1	+	intron	13163	13611	449	0.0	40.98	+	.	LON_OG0031315	substring_1
LON_SL+_GGOE01020066.1	+	fine	13612	13722	111	100.0	56.76	+	.	LON_OG0031315	substring_1
LON_SL+_GGOE01020066.1	+	intron	13723	13915	193	0.0	44.56	+	.	LON_OG0031315	substring_1
LON_SL+_GGOE01020066.1	+	fine	13916	13956	41	100.0	58.54	+	.	LON_OG0031315	substring_1
LON_SL+_GGOE01020066.1	+	intron	13957	14032	76	0.0	57.89	+	.	LON_OG0031315	substring_1
LON_SL+_GGOE01020066.1	+	fine	14033	14153	121	100.0	61.98	+	.	LON_OG0031315	substring_1
LON_SL+_GGOE01020512.1	+	fine	634	711	78	94.87	53.85	+	.	LON_OG0031325	substring_1
LON_SL+_GGOE01020512.1	+	intron	712	853	142	0.0	43.66	+	.	LON_OG0031325	substring_1
LON_SL+_GGOE01020512.1	+	fine	854	966	113	100.0	46.9	+	.	LON_OG0031325	substring_1
LON_SL+_GGOE01020512.1	+	intron	967	1112	146	0.0	50.68	+	.	LON_OG0031325	substring_1
LON_SL+_GGOE01020512.1	+	fine	1113	1238	126	100.0	51.59	+	.	LON_OG0031325	substring_1
LON_SL+_GGOE01020512.1	+	intron	1239	1394	156	0.0	51.28	+	.	LON_OG0031325	substring_1
LON_SL+_GGOE01020512.1	+	fine	1395	1596	202	100.0	53.47	+	.	LON_OG0031325	substring_1
LON_SL+_GGOE01020512.1	+	intron	1597	2352	756	0.0	50.0	+	.	LON_OG0031325	substring_1
LON_SL+_GGOE01020512.1	+	fine	2353	2540	188	100.0	50.53	+	.	LON_OG0031325	substring_1
LON_SL+_GGOE01020512.1	+	intron	2541	3075	535	0.0	54.95	+	.	LON_OG0031325	substring_1
LON_SL+_GGOE01020512.1	+	fine	3076	3121	46	100.0	65.22	+	.	LON_OG0031325	substring_1
LON_SL+_GGOE01020671.1	+	fine	200	279	80	100.0	51.25	+	.	LON_OG0031332	substring_1
LON_SL+_GGOE01020671.1	+	intron	280	1381	1102	0.0	52.9	+	.	LON_OG0031332	substring_1
LON_SL+_GGOE01020671.1	+	fine	1382	1557	176	100.0	69.32	+	.	LON_OG0031332	substring_1
LON_SL+_GGOE01020671.1	+	intron	1558	1841	284	0.0	55.63	+	.	LON_OG0031332	substring_1
LON_SL+_GGOE01020671.1	+	fine	1842	1933	92	100.0	52.17	+	.	LON_OG0031332	substring_1
LON_SL+_GGOE01020671.1	+	intron	1934	2182	249	0.0	59.84	+	.	LON_OG0031332	substring_1
LON_SL+_GGOE01020671.1	+	fine	2183	2244	62	100.0	54.84	+	.	LON_OG0031332	substring_1
LON_SL+_GGOE01020671.1	+	intron	2245	3093	849	0.0	54.06	+	.	LON_OG0031332	substring_1
LON_SL+_GGOE01020671.1	+	fine	3094	3212	119	100.0	61.34	+	.	LON_OG0031332	substring_1
LON_SL+_GGOE01020671.1	+	fine	4754	4889	136	100.0	62.5	+	.	LON_OG0031332	substring_2
LON_SL+_GGOE01020671.1	+	intron	4890	5591	702	0.0	55.13	+	.	LON_OG0031332	substring_2
LON_SL+_GGOE01020671.1	+	fine	5592	5678	87	100.0	54.02	+	.	LON_OG0031332	substring_2
LON_SL+_GGOE01020671.1	+	intron	5679	6586	908	0.0	53.85	+	.	LON_OG0031332	substring_2
LON_SL+_GGOE01020671.1	+	fine	6587	6735	149	100.0	63.76	+	.	LON_OG0031332	substring_2
LON_SL+_GGOE01020671.1	+	intron	6736	7550	815	0.0	57.79	+	.	LON_OG0031332	substring_2
LON_SL+_GGOE01020671.1	+	fine	7551	7701	151	100.0	59.6	+	.	LON_OG0031332	substring_2
LON_SL+_GGOE01020671.1	+	intron	7702	8509	808	0.0	48.39	+	.	LON_OG0031332	substring_2
LON_SL+_GGOE01020671.1	+	fine	8510	8644	135	100.0	54.07	+	.	LON_OG0031332	substring_2
LON_SL+_GGOE01020671.1	+	fine	9986	10112	127	100.0	57.48	+	.	LON_OG0031332	substring_3
LON_SL+_GGOE01020671.1	+	intron	10113	10868	756	0.0	53.31	+	.	LON_OG0031332	substring_3
LON_SL+_GGOE01020671.1	+	fine	10869	11002	134	100.0	61.19	+	.	LON_OG0031332	substring_3
LON_SL+_GGOE01020671.1	+	intron	11003	11340	338	0.0	57.69	+	.	LON_OG0031332	substring_3
LON_SL+_GGOE01020671.1	+	fine	11341	11587	247	100.0	56.68	+	.	LON_OG0031332	substring_3
LON_SL+_GGOE01020930.1	+	fine	200	340	141	100.0	61.7	+	.	LON_OG0031343	substring_1
LON_SL+_GGOE01020930.1	+	intron	341	932	592	0.0	51.52	+	.	LON_OG0031343	substring_1
LON_SL+_GGOE01020930.1	+	fine	933	1045	113	100.0	51.33	+	.	LON_OG0031343	substring_1
LON_SL+_GGOE01020930.1	+	intron	1046	1267	222	0.0	57.66	+	.	LON_OG0031343	substring_1
LON_SL+_GGOE01020930.1	+	fine	1268	1333	66	100.0	56.06	+	.	LON_OG0031343	substring_1
LON_SL+_GGOE01020930.1	+	intron	1334	1717	384	0.0	48.18	+	.	LON_OG0031343	substring_1
LON_SL+_GGOE01020930.1	+	fine	1718	1812	95	100.0	45.26	+	.	LON_OG0031343	substring_1
LON_SL+_GGOE01020930.1	+	intron	1813	2078	266	0.0	57.52	+	.	LON_OG0031343	substring_1
LON_SL+_GGOE01020930.1	+	fine	2079	2208	130	100.0	54.62	+	.	LON_OG0031343	substring_1
LON_SL+_GGOE01020930.1	+	intron	2209	2443	235	0.0	52.34	+	.	LON_OG0031343	substring_1
LON_SL+_GGOE01020930.1	+	fine	2444	2537	94	100.0	53.19	+	.	LON_OG0031343	substring_1
LON_SL+_GGOE01020930.1	+	intron	2538	2934	397	0.0	49.12	+	.	LON_OG0031343	substring_1
LON_SL+_GGOE01020930.1	+	fine	2935	3065	131	100.0	55.73	+	.	LON_OG0031343	substring_1
LON_SL+_GGOE01020930.1	+	intron	3066	3375	310	0.0	49.68	+	.	LON_OG0031343	substring_1
LON_SL+_GGOE01020930.1	+	fine	3376	3516	141	100.0	60.28	+	.	LON_OG0031343	substring_1
LON_SL+_GGOE01020930.1	+	intron	3517	3893	377	0.0	55.17	+	.	LON_OG0031343	substring_1
LON_SL+_GGOE01020930.1	+	fine	3894	3965	72	100.0	50.0	+	.	LON_OG0031343	substring_1
LON_SL+_GGOE01020930.1	+	intron	3966	11854	7889	0.0	57.75	+	.	LON_OG0031343	substring_1
LON_SL+_GGOE01020930.1	+	fine	11855	11946	92	100.0	60.87	+	.	LON_OG0031343	substring_1
LON_SL+_GGOE01020930.1	+	intron	11947	12758	812	0.0	53.69	+	.	LON_OG0031343	substring_1
LON_SL+_GGOE01020930.1	+	fine	12759	12895	137	100.0	61.31	+	.	LON_OG0031343	substring_1
LON_SL+_GGOE01020930.1	+	intron	12896	13126	231	0.0	48.92	+	.	LON_OG0031343	substring_1
LON_SL+_GGOE01020930.1	+	fine	13127	13199	73	100.0	54.79	+	.	LON_OG0031343	substring_1
LON_SL+_GGOE01020930.1	+	intron	13200	13630	431	0.0	59.86	+	.	LON_OG0031343	substring_1
LON_SL+_GGOE01020930.1	+	fine	13631	13890	260	100.0	60.77	+	.	LON_OG0031343	substring_1
LON_SL+_GGOE01020930.1	+	intron	13891	14237	347	0.0	47.26	+	.	LON_OG0031343	substring_1
LON_SL+_GGOE01020930.1	+	fine	14238	14397	160	100.0	62.5	+	.	LON_OG0031343	substring_1
LON_SL+_GGOE01020981.1	+	fine	205	271	67	100.0	56.72	+	.	LON_OG0031345	substring_1
LON_SL+_GGOE01020981.1	+	intron	272	596	325	0.0	47.69	+	.	LON_OG0031345	substring_1
LON_SL+_GGOE01020981.1	+	fine	597	642	46	100.0	52.17	+	.	LON_OG0031345	substring_1
LON_SL+_GGOE01020981.1	+	intron	643	834	192	0.0	63.02	+	.	LON_OG0031345	substring_1
LON_SL+_GGOE01020981.1	+	fine	835	909	75	100.0	54.67	+	.	LON_OG0031345	substring_1
LON_SL+_GGOE01020981.1	+	intron	910	1625	716	0.0	56.98	+	.	LON_OG0031345	substring_1
LON_SL+_GGOE01020981.1	+	fine	1626	1673	48	100.0	56.25	+	.	LON_OG0031345	substring_1
LON_SL+_GGOE01020981.1	+	intron	1674	1941	268	0.0	58.58	+	.	LON_OG0031345	substring_1
LON_SL+_GGOE01020981.1	+	fine	1942	2094	153	100.0	67.32	+	.	LON_OG0031345	substring_1
LON_SL+_GGOE01020981.1	+	intron	2095	2503	409	0.0	56.48	+	.	LON_OG0031345	substring_1
LON_SL+_GGOE01020981.1	+	fine	2504	2550	47	100.0	70.21	+	.	LON_OG0031345	substring_1
LON_SL+_GGOE01020981.1	+	intron	2551	2680	130	0.0	62.31	+	.	LON_OG0031345	substring_1
LON_SL+_GGOE01020981.1	+	fine	2681	2842	162	100.0	64.81	+	.	LON_OG0031345	substring_1
LON_SL+_GGOE01020981.1	+	intron	2843	4814	1972	0.0	49.54	+	.	LON_OG0031345	substring_1
LON_SL+_GGOE01020981.1	+	fine	4815	4956	142	100.0	68.31	+	.	LON_OG0031345	substring_1
LON_SL+_GGOE01020981.1	+	intron	4957	5485	529	0.0	61.06	+	.	LON_OG0031345	substring_1
LON_SL+_GGOE01020981.1	+	fine	5486	5581	96	100.0	69.79	+	.	LON_OG0031345	substring_1
LON_SL+_GGOE01020981.1	+	intron	5582	8115	2534	0.0	53.16	+	.	LON_OG0031345	substring_1
LON_SL+_GGOE01020981.1	+	fine	8116	8419	304	100.0	58.22	+	.	LON_OG0031345	substring_1
LON_SL+_GGOE01021157.1	+	fine	726	967	242	100.0	58.26	+	.	LON_OG0031351	substring_1
LON_SL+_GGOE01021157.1	+	intron	968	2788	1821	0.0	50.8	+	.	LON_OG0031351	substring_1
LON_SL+_GGOE01021157.1	+	fine	2789	2967	179	100.0	63.13	+	.	LON_OG0031351	substring_1
LON_SL+_GGOE01021157.1	+	intron	2968	3564	597	0.0	57.62	+	.	LON_OG0031351	substring_1
LON_SL+_GGOE01021157.1	+	fine	3565	3750	186	100.0	61.83	+	.	LON_OG0031351	substring_1
LON_SL+_GGOE01021157.1	+	intron	3751	4128	378	0.0	48.41	+	.	LON_OG0031351	substring_1
LON_SL+_GGOE01021157.1	+	fine	4129	4259	131	100.0	72.52	+	.	LON_OG0031351	substring_1
LON_SL+_GGOE01021157.1	+	intron	4260	4655	396	0.0	59.6	+	.	LON_OG0031351	substring_1
LON_SL+_GGOE01021157.1	+	fine	4656	4797	142	100.0	62.68	+	.	LON_OG0031351	substring_1
LON_SL+_GGOE01021157.1	+	intron	4798	5008	211	0.0	57.35	+	.	LON_OG0031351	substring_1
LON_SL+_GGOE01021157.1	+	fine	5009	5108	100	100.0	59.0	+	.	LON_OG0031351	substring_1
LON_SL+_GGOE01021157.1	+	intron	5109	5959	851	0.0	57.46	+	.	LON_OG0031351	substring_1
LON_SL+_GGOE01021157.1	+	fine	5960	6173	214	100.0	57.94	+	.	LON_OG0031351	substring_1
LON_SL+_GGOE01021157.1	+	intron	6174	6515	342	0.0	51.75	+	.	LON_OG0031351	substring_1
LON_SL+_GGOE01021157.1	+	fine	6516	6741	226	100.0	60.18	+	.	LON_OG0031351	substring_1
LON_SL+_GGOE01021157.1	+	intron	6742	7127	386	0.0	46.63	+	.	LON_OG0031351	substring_1
LON_SL+_GGOE01021157.1	+	fine	7128	7269	142	100.0	59.86	+	.	LON_OG0031351	substring_1
LON_SL+_GGOE01021157.1	+	intron	7270	7533	264	0.0	56.06	+	.	LON_OG0031351	substring_1
LON_SL+_GGOE01021157.1	+	fine	7534	7662	129	100.0	65.12	+	.	LON_OG0031351	substring_1
LON_SL+_GGOE01021157.1	+	intron	7663	8384	722	0.0	53.19	+	.	LON_OG0031351	substring_1
LON_SL+_GGOE01021157.1	+	fine	8385	8682	298	100.0	66.44	+	.	LON_OG0031351	substring_1
